18.90604027,7.0,0.127516779,0.208053691,19.53477181,100.0204698,6.167897092,11.71846434,10.92156784,1
4.652439024,4.298780488,0.103658537,0.103658537,12.41362195,57.07581301,0.0,13.0496138,9.499939583,1
17.185,3.625,0.0,0.025,14.95437,80.22825,5.050416667,11.18386853,6.738164162,1
20.9527027,6.452702703,0.304054054,0.101351351,17.55340541,76.43153153,12.38941441,13.7797098,11.83427101,1
18.2972973,2.5,0.033783784,0.013513514,29.91544595,115.1675676,21.22432432,15.5853492,9.206782359,1
6.703703704,4.259259259,0.096296296,0.02962963,32.18677037,139.8932099,15.8082716,13.80486032,8.808772134,1
48.43624161,7.939597315,0.523489933,0.174496644,48.25262416,141.7561521,12.15425056,20.42350477,9.985171721,1
4.116197183,3.077464789,0.316901408,0.098591549,11.44873944,73.87323944,5.734037559,9.298690181,7.54831241,1
2.52,1.926666667,0.093333333,0.026666667,12.50950667,75.63311111,9.114333333,9.923833477,9.923706024,1
3.167330677,2.697211155,0.023904382,0.067729084,18.80919522,36.88539177,1.319853918,30.5961699,11.8164846,1
2.8,2.421428571,0.035714286,0.021428571,22.31006429,75.90404762,3.259285714,17.63547399,8.754889289,1
0.319444444,1.381944444,0.0,0.069444444,28.021,112.0931713,5.567824074,14.99877272,7.947412457,1
0.295180723,1.325301205,0.135542169,0.015060241,8.705379518,75.65070281,3.083785141,6.904400775,5.634723855,1
3.475903614,1.457831325,0.012048193,0.0,9.125084337,89.33664659,6.627008032,6.128560688,11.39537248,1
2.117241379,1.289655172,0.006896552,0.020689655,12.51253103,41.09218391,8.509425287,18.26994311,9.338114563,1
0.357976654,5.727626459,0.023346304,0.163424125,16.27248249,140.2498703,13.7192607,6.961496273,6.934123827,1
25.26708075,11.01863354,0.875776398,1.173913043,16.96865839,81.92950311,10.32080745,12.42677503,11.04323133,1
0.41875,1.8375,0.03125,0.075,39.68346875,77.09614583,9.0153125,30.8836207,7.133937227,1
1.495207668,0.891373802,0.006389776,0.044728435,6.142402556,16.1743344,0.441906283,22.78573846,10.96073385,1
0.163265306,3.628571429,0.0,0.27755102,7.217759184,39.49653061,0.465578231,10.96464789,6.812618083,1
6.913432836,9.52238806,0.188059701,1.11641791,8.363773134,78.03925373,7.393930348,6.430435506,9.731771421,1
6.396428571,4.007142857,0.103571429,0.053571429,8.979075,68.85928571,7.231547619,7.823846768,7.474719994,1
1.443113772,1.092814371,0.0,0.020958084,9.717347305,29.3757485,3.47000998,19.84769301,11.24096236,1
1.023809524,1.244047619,0.047619048,0.05952381,10.4143631,57.43621032,0.848115079,10.87923075,8.051209039,1
7.899053628,11.77287066,0.100946372,0.605678233,10.8479653,125.8242902,7.142744479,5.172911501,9.118603701,1
3.401129944,3.395480226,0.02259887,0.050847458,13.91175706,55.39482109,2.315819209,15.06829352,11.17893616,1
0.222891566,3.325301205,0.036144578,0.102409639,15.77288554,155.3614458,10.98082329,6.091428461,6.749133693,1
4.521052632,2.726315789,0.026315789,0.021052632,18.7245,94.48350877,3.007368421,11.89064647,7.509244151,1
1.173469388,1.137755102,0.066326531,0.030612245,19.27192857,93.90263605,0.542091837,12.31398567,6.877482264,1
2.773972603,4.335616438,0.020547945,0.116438356,23.17184932,100.944863,3.092465753,13.77297385,7.357534089,1
0.191780822,1.253424658,0.273972603,0.02739726,25.98556164,94.18458904,1.907762557,16.55402136,6.124923957,1
2.522012579,4.320754717,0.031446541,0.081761006,43.36644025,113.1228512,12.45859539,23.0014218,7.788925848,1
0.493243243,0.753378378,0.0,0.02027027,5.10310473,61.33547297,8.785078829,4.991993523,9.344006927,1
4.90747331,2.192170819,0.017793594,0.021352313,6.333220641,44.76441281,3.053677343,8.488735014,9.193008679,1
0.130742049,3.310954064,0.014134276,0.159010601,8.870512367,44.14469965,2.381919906,12.05650387,6.392243328,1
